City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Rainfall in past hour (inches),Snowfall in past hour (inches)
0,Barrow,US,71.29,-156.79,32.0,96,90,8.05,fog,0.0,0.0
1,Talnakh,RU,69.49,88.4,62.6,48,81,11.18,broken clouds,0.0,0.0
2,Cape Town,ZA,-33.93,18.42,64.99,59,4,10.29,clear sky,0.0,0.0
3,Ushuaia,AR,-54.8,-68.3,33.8,86,90,4.7,moderate rain,0.0,0.0
4,Rikitea,PF,-23.12,-134.97,69.35,61,70,13.56,broken clouds,0.0,0.0
5,Fairbanks,US,64.84,-147.72,51.8,87,90,13.87,overcast clouds,0.0,0.0
6,Tasiilaq,GL,65.61,-37.64,44.6,70,75,2.24,broken clouds,0.0,0.0
7,Comodoro Rivadavia,AR,-45.87,-67.5,37.4,74,27,1.12,scattered clouds,0.0,0.0
8,Nikolskoye,RU,59.7,30.79,77.0,33,0,4.47,clear sky,0.0,0.0
9,Yellowknife,CA,62.46,-114.35,53.01,81,20,8.05,few clouds,0.0,0.0
10,Muros,ES,42.78,-9.06,75.0,68,1,10.0,clear sky,0.0,0.0
11,Punta Arenas,CL,-53.15,-70.92,39.2,86,98,9.17,overcast clouds,0.0,0.0
12,Kibre Mengist,ET,5.88,38.98,71.65,68,71,8.43,broken clouds,0.0,0.0
13,Belgrade,RS,44.8,20.47,69.8,77,75,9.17,broken clouds,0.0,0.0
14,Raciborz,PL,50.09,18.22,72.0,47,26,15.1,scattered clouds,0.0,0.0
15,Busselton,AU,-33.65,115.33,54.0,66,23,11.9,few clouds,0.0,0.0
16,Hobart,AU,-42.88,147.33,54.0,93,75,12.75,light rain,0.25,0.0
17,Linares,CL,-35.85,-71.6,46.09,92,99,8.1,light rain,0.43,0.0
18,Butaritari,KI,3.07,172.79,82.8,75,57,13.31,broken clouds,0.0,0.0
19,Kaitangata,NZ,-46.28,169.85,45.0,76,86,3.91,overcast clouds,0.0,0.0
20,Tiznit,MA,29.58,-9.5,78.91,53,56,8.19,broken clouds,0.0,0.0
21,Neenah,US,44.19,-88.46,59.0,100,75,8.05,broken clouds,0.0,0.0
22,Kudahuvadhoo,MV,2.67,72.89,83.97,78,3,11.45,light rain,0.17,0.0
23,Avera,US,33.19,-82.53,71.6,83,75,8.05,broken clouds,0.0,0.0
24,Chulym,RU,55.1,80.96,73.24,61,19,0.51,few clouds,0.0,0.0
25,Kashi,CN,39.45,75.98,87.8,14,40,17.9,scattered clouds,0.0,0.0
26,Cabo Rojo,PR,18.09,-67.15,84.99,70,18,1.01,few clouds,0.0,0.0
27,Yulara,AU,-25.24,130.99,50.0,34,0,5.82,clear sky,0.0,0.0
28,Sao Filipe,CV,14.9,-24.5,81.09,57,0,14.47,clear sky,0.0,0.0
29,Azanka,RU,58.04,64.79,61.05,57,69,9.6,broken clouds,0.0,0.0
30,El Playon,CO,7.47,-73.2,68.0,100,40,4.7,scattered clouds,0.0,0.0
31,Mataura,NZ,-46.19,168.86,39.0,83,68,3.0,broken clouds,0.0,0.0
32,Zabol,AF,32.25,67.25,96.73,9,0,14.65,clear sky,0.0,0.0
33,Ballina,AU,-28.87,153.57,53.01,62,0,9.17,clear sky,0.0,0.0
34,Dikson,RU,73.51,80.55,39.54,91,60,20.94,broken clouds,0.0,0.0
35,Gidam,IN,18.98,81.4,85.82,65,47,8.1,light rain,0.34,0.0
36,Auki,SB,-8.77,160.7,79.36,84,56,3.33,broken clouds,0.0,0.0
37,Miri,MY,4.41,114.01,84.2,79,75,4.7,broken clouds,0.0,0.0
38,Albany,US,42.6,-73.97,75.0,70,70,3.98,broken clouds,0.0,0.0
39,Jamestown,US,42.1,-79.24,69.01,93,90,5.82,mist,0.0,0.0
40,Cholet,FR,47.17,-1.0,79.0,44,100,10.29,overcast clouds,0.0,0.0
41,Sola,VU,-13.88,167.55,81.43,82,57,14.5,moderate rain,2.2,0.0
42,Kruisfontein,ZA,-34.0,24.73,76.23,23,0,7.74,clear sky,0.0,0.0
43,Port Elizabeth,ZA,-33.92,25.57,78.8,26,0,12.75,clear sky,0.0,0.0
44,Abay,KZ,49.63,72.85,84.2,18,48,6.71,scattered clouds,0.0,0.0
45,Te Anau,NZ,-45.42,167.72,41.77,88,68,0.78,broken clouds,0.0,0.0
46,Upernavik,GL,72.79,-56.15,35.71,85,66,10.36,broken clouds,0.0,0.0
47,Chuy,UY,-33.7,-53.46,64.85,92,99,9.51,light rain,0.18,0.0
48,East London,ZA,-33.02,27.91,82.4,18,0,8.05,clear sky,0.0,0.0
49,Cururupu,BR,-1.83,-44.87,84.78,65,7,2.19,clear sky,0.0,0.0
50,Svelvik,NO,59.61,10.41,78.01,71,31,3.0,scattered clouds,0.0,0.0
51,Yeniseysk,RU,58.45,92.17,77.99,50,0,2.51,clear sky,0.0,0.0
52,Los Llanos De Aridane,ES,28.66,-17.92,77.0,61,40,17.22,scattered clouds,0.0,0.0
53,Bambanglipuro,ID,-7.95,110.28,78.51,80,52,12.24,broken clouds,0.0,0.0
54,Luderitz,NA,-26.65,15.16,82.4,18,0,8.05,clear sky,0.0,0.0
55,Vila Do Maio,CV,15.13,-23.22,84.2,54,48,14.99,scattered clouds,0.0,0.0
56,Khatanga,RU,71.97,102.5,70.93,51,68,17.34,light rain,0.25,0.0
57,Katsuura,JP,35.13,140.3,75.99,83,75,8.05,broken clouds,0.0,0.0
58,Greenville,US,35.61,-77.37,77.0,83,1,5.82,clear sky,0.0,0.0
59,Carnarvon,AU,-24.87,113.63,66.2,63,0,10.29,clear sky,0.0,0.0
60,Tarakan,ID,3.3,117.63,83.64,75,100,9.01,overcast clouds,0.0,0.0
61,Moerai,PF,-22.43,-151.33,71.26,60,38,11.34,scattered clouds,0.0,0.0
62,Vryheid,ZA,-27.77,30.79,68.4,24,0,1.92,clear sky,0.0,0.0
63,Solnechnogorsk,RU,56.18,36.98,71.6,43,51,4.47,broken clouds,0.0,0.0
64,Constitucion,CL,-35.33,-72.42,50.27,82,48,6.13,light rain,0.39,0.0
65,Kaeo,NZ,-35.1,173.78,60.01,3,64,8.99,light rain,0.59,0.0
66,Ribeira Grande,PT,38.52,-28.7,68.0,77,75,11.41,broken clouds,0.0,0.0
67,Ruiz,MX,21.95,-105.15,75.78,78,37,2.19,scattered clouds,0.0,0.0
68,Lena,ES,43.1,-5.73,82.0,60,0,5.01,clear sky,0.0,0.0
69,Antalaha,MG,-14.9,50.28,78.57,66,5,13.78,clear sky,0.0,0.0
70,Neuquen,AR,-38.95,-68.06,28.4,92,63,5.08,broken clouds,0.0,0.0
71,Atuona,PF,-9.8,-139.03,78.66,74,6,16.11,clear sky,0.0,0.0
72,Paamiut,GL,61.99,-49.67,39.76,84,41,18.81,scattered clouds,0.0,0.0
73,Laguna,US,38.42,-121.42,64.0,77,1,4.7,clear sky,0.0,0.0
74,Qaqortoq,GL,60.72,-46.03,53.6,62,20,5.82,few clouds,0.0,0.0
75,Lubao,PH,14.92,120.55,86.0,78,75,6.93,thunderstorm,0.0,0.0
76,Hamilton,US,39.18,-84.53,72.0,94,90,12.75,moderate rain,1.9,0.0
77,Ostrovnoy,RU,68.05,39.51,40.77,70,100,17.87,overcast clouds,0.0,0.0
78,Tuktoyaktuk,CA,69.45,-133.04,33.89,91,100,17.94,overcast clouds,0.0,0.0
79,Bydgoszcz,PL,53.12,18.01,68.0,56,75,14.99,broken clouds,0.0,0.0
80,Guarda,PT,40.54,-7.27,88.0,44,0,5.01,clear sky,0.0,0.0
81,Linhai,CN,28.85,121.12,79.0,80,100,2.06,overcast clouds,0.0,0.0
82,Arlit,NE,18.74,7.39,107.15,6,0,5.1,clear sky,0.0,0.0
83,Baruun-Urt,MN,46.68,113.28,69.73,57,0,19.86,clear sky,0.0,0.0
84,Bluff,NZ,-46.6,168.33,39.0,83,90,3.0,overcast clouds,0.0,0.0
85,Suntar,RU,62.14,117.63,64.26,69,67,4.99,broken clouds,0.0,0.0
86,Palmer,US,42.16,-72.33,75.2,69,1,3.36,clear sky,0.0,0.0
87,San Patricio,MX,19.22,-104.7,78.48,78,4,4.63,light rain,0.19,0.0
88,Salisbury,GB,51.07,-1.8,75.2,53,0,10.29,clear sky,0.0,0.0
89,Bethel,US,41.37,-73.41,73.0,83,1,5.82,clear sky,0.0,0.0
90,Beipiao,CN,41.79,120.78,68.11,71,99,15.37,overcast clouds,0.0,0.0
91,Hammerfest,NO,70.66,23.68,59.0,51,34,2.24,scattered clouds,0.0,0.0
92,Muisne,EC,0.6,-80.03,75.9,88,87,11.43,overcast clouds,0.0,0.0
93,Batie,BF,9.88,-2.92,95.14,38,16,4.92,few clouds,0.0,0.0
94,Axim,GH,4.87,-2.24,82.35,72,98,8.19,light rain,0.21,0.0
95,Kapaa,US,22.08,-159.32,77.0,78,20,12.75,few clouds,0.0,0.0
96,Novouzensk,RU,50.46,48.14,76.12,30,20,3.09,few clouds,0.0,0.0
97,Tuatapere,NZ,-46.13,167.68,39.0,83,95,3.0,overcast clouds,0.0,0.0
98,Minamata,JP,32.22,130.4,75.2,69,20,3.36,few clouds,0.0,0.0
99,Hilo,US,19.73,-155.09,71.6,78,40,4.7,scattered clouds,0.0,0.0
100,Ponta Do Sol,PT,32.67,-17.1,70.0,77,40,12.75,scattered clouds,0.0,0.0
101,Port Blair,IN,11.67,92.75,84.45,73,90,8.03,overcast clouds,0.0,0.0
102,Lorengau,PG,-2.02,147.27,81.73,76,81,5.39,light rain,0.53,0.0
103,Krasnoselkup,RU,65.7,82.47,63.73,43,78,11.25,broken clouds,0.0,0.0
104,Husavik,IS,66.04,-17.34,59.0,44,75,9.17,broken clouds,0.0,0.0
105,Castro,BR,-24.79,-50.01,61.03,78,100,6.22,overcast clouds,0.0,0.0
106,Porbandar,IN,21.64,69.61,88.07,72,39,14.41,scattered clouds,0.0,0.0
107,Samarai,PG,-10.62,150.67,79.83,86,98,13.44,light rain,0.13,0.0
108,Avarua,CK,-21.21,-159.78,75.2,78,28,10.29,scattered clouds,0.0,0.0
109,Huarmey,PE,-10.07,-78.15,62.38,83,30,7.2,scattered clouds,0.0,0.0
110,Luganville,VU,-15.53,167.17,77.81,84,23,3.58,few clouds,0.0,0.0
111,Severo-Kurilsk,RU,50.68,156.12,46.26,81,90,11.39,overcast clouds,0.0,0.0
112,Conceicao Da Barra,BR,-18.59,-39.73,74.97,67,37,3.51,scattered clouds,0.0,0.0
113,Hajnowka,PL,52.74,23.58,62.01,89,100,1.99,light rain,0.25,0.0
114,Iqaluit,CA,63.75,-68.51,42.01,80,75,16.11,broken clouds,0.0,0.0
115,Srednekolymsk,RU,67.45,153.68,58.48,40,72,11.23,broken clouds,0.0,0.0
116,Vestmannaeyjar,IS,63.44,-20.27,51.8,81,75,21.92,broken clouds,0.0,0.0
117,Acajutla,SV,13.59,-89.83,71.01,100,89,4.92,overcast clouds,0.0,0.0
118,Mahebourg,MU,-20.41,57.7,75.2,69,75,10.29,broken clouds,0.0,0.0
119,Hermanus,ZA,-34.42,19.23,68.0,55,15,1.99,few clouds,0.0,0.0
120,Sorgun,TR,39.81,35.19,83.77,23,3,8.63,clear sky,0.0,0.0
121,La Rioja,ES,42.25,-2.5,84.2,32,0,8.05,clear sky,0.0,0.0
122,Nanortalik,GL,60.14,-45.24,42.71,79,3,5.26,clear sky,0.0,0.0
123,Gogrial,SS,8.53,28.1,97.29,33,44,5.84,scattered clouds,0.0,0.0
124,Camocim,BR,-2.9,-40.84,81.73,68,72,9.82,broken clouds,0.0,0.0
125,Buchanan,LR,5.88,-10.05,84.2,74,75,6.93,broken clouds,0.0,0.0
126,Longyearbyen,SJ,78.22,15.64,44.6,75,40,4.7,scattered clouds,0.0,0.0
127,Ayan,RU,56.45,138.17,42.58,96,55,2.8,broken clouds,0.0,0.0
128,Lashio,MM,22.93,97.75,74.35,96,91,0.69,light rain,0.29,0.0
129,Beira,MZ,-19.84,34.84,77.0,57,20,11.41,few clouds,0.0,0.0
130,Voh,NC,-20.97,164.7,69.57,77,56,0.65,broken clouds,0.0,0.0
131,Norman Wells,CA,65.28,-126.83,50.0,100,75,3.36,broken clouds,0.0,0.0
132,Kabansk,RU,52.05,106.65,66.2,72,75,8.95,broken clouds,0.0,0.0
133,Winnemucca,US,40.97,-117.74,55.99,52,0,1.01,clear sky,0.0,0.0
134,Beringovskiy,RU,63.05,179.32,36.77,81,26,10.22,scattered clouds,0.0,0.0
135,Taoudenni,ML,22.68,-3.98,113.99,6,16,20.51,few clouds,0.0,0.0
136,Miyako,JP,39.64,141.95,62.8,88,89,9.46,overcast clouds,0.0,0.0
137,Halifax,CA,44.65,-63.57,63.0,100,90,2.24,fog,0.0,0.0
138,Portland,US,45.52,-122.68,66.0,68,20,5.82,few clouds,0.0,0.0
139,Esperance,AU,-33.87,121.9,57.2,82,75,10.29,broken clouds,0.0,0.0
140,Vaini,TO,-21.2,-175.2,71.6,94,40,4.7,scattered clouds,0.0,0.0
141,Ratnagiri,IN,16.98,73.3,84.58,74,61,10.8,light rain,0.8,0.0
142,Cherskiy,RU,68.75,161.3,40.15,70,38,13.85,scattered clouds,0.0,0.0
143,Matara,LK,5.95,80.54,82.62,76,100,12.06,overcast clouds,0.0,0.0
144,Usinsk,RU,65.99,57.53,46.44,58,99,11.14,overcast clouds,0.0,0.0
145,Clyde River,CA,70.47,-68.59,37.4,100,90,10.29,overcast clouds,0.0,0.0
146,Hasaki,JP,35.73,140.83,70.0,100,75,5.82,broken clouds,0.0,0.0
147,Thompson,CA,55.74,-97.86,48.2,100,20,2.17,fog,0.0,0.0
148,Umarkhed,IN,19.6,77.7,88.18,53,77,6.04,light rain,0.17,0.0
149,College,US,64.86,-147.8,51.8,81,90,9.17,overcast clouds,0.0,0.0
150,New Norfolk,AU,-42.78,147.06,54.0,92,100,1.99,light rain,0.51,0.0
151,Bredasdorp,ZA,-34.53,20.04,69.8,46,35,2.89,scattered clouds,0.0,0.0
152,Sistranda,NO,63.73,8.83,73.4,53,88,3.36,overcast clouds,0.0,0.0
153,Roma,US,43.21,-75.46,75.2,69,1,5.82,clear sky,0.0,0.0
154,Hadrut,AZ,39.52,47.03,87.1,27,0,9.37,clear sky,0.0,0.0
155,Isangel,VU,-19.55,169.27,73.76,83,92,7.47,overcast clouds,0.0,0.0
156,Komsomolskiy,UZ,40.43,71.72,96.8,12,84,9.17,broken clouds,0.0,0.0
157,Victoria,HK,22.29,114.16,87.01,78,100,7.0,overcast clouds,0.0,0.0
158,Kingman,US,35.19,-114.05,73.4,18,1,3.36,clear sky,0.0,0.0
159,Margate,GB,51.38,1.39,73.4,56,36,5.82,scattered clouds,0.0,0.0
160,Caetite,BR,-14.07,-42.48,68.31,76,73,15.82,broken clouds,0.0,0.0
161,Saint-Philippe,RE,-21.36,55.77,77.0,65,26,24.16,scattered clouds,0.0,0.0
162,Rio Grande,BR,-32.03,-52.1,62.6,93,40,10.29,mist,0.0,0.0
163,Wiarton,CA,44.74,-81.13,69.01,88,90,4.7,overcast clouds,0.0,0.0
164,Mayumba,GA,-3.43,10.66,76.75,74,8,8.97,clear sky,0.0,0.0
165,Port Hardy,CA,50.7,-127.42,55.06,93,100,8.05,moderate rain,1.28,0.0
166,Nishihara,JP,26.18,127.76,82.4,94,75,10.29,broken clouds,0.0,0.0
167,Niquero,CU,20.04,-77.58,80.64,85,1,4.16,clear sky,0.0,0.0
168,Ambon,ID,-3.7,128.18,80.01,14,29,15.23,light rain,0.37,0.0
169,Chimore,BO,-16.98,-65.13,71.06,94,97,0.58,overcast clouds,0.0,0.0
170,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,59.0,87,92,6.71,overcast clouds,0.0,0.0
171,Manado,ID,1.49,124.85,78.8,88,40,2.24,scattered clouds,0.0,0.0
172,Ancud,CL,-41.87,-73.82,41.0,93,90,4.7,overcast clouds,0.0,0.0
173,Chokurdakh,RU,70.63,147.92,63.37,40,28,10.42,scattered clouds,0.0,0.0
174,Cockburn Town,TC,21.46,-71.14,84.2,79,40,138.02,scattered clouds,0.0,0.0
175,Bambous Virieux,MU,-20.34,57.76,75.99,69,75,10.29,broken clouds,0.0,0.0
176,Torbay,CA,47.67,-52.73,66.99,88,20,23.04,few clouds,0.0,0.0
177,Bilma,NE,18.69,12.92,107.01,7,0,2.95,clear sky,0.0,0.0
178,Santa Isabel,BR,-23.32,-46.22,64.4,68,48,6.93,scattered clouds,0.0,0.0
179,Rocha,UY,-34.48,-54.33,66.47,92,100,13.06,light rain,0.82,0.0
180,Umm Lajj,SA,25.02,37.27,94.59,34,15,26.89,few clouds,0.0,0.0
181,Evensk,RU,61.95,159.23,52.77,73,72,3.74,broken clouds,0.0,0.0
182,Port Alfred,ZA,-33.59,26.89,82.0,26,0,4.0,clear sky,0.0,0.0
183,Namatanai,PG,-3.67,152.43,81.75,77,75,6.4,broken clouds,0.0,0.0
184,Mar Del Plata,AR,-38.0,-57.56,51.01,93,90,4.7,overcast clouds,0.0,0.0
185,Tabory,RU,58.52,64.55,55.06,82,76,4.56,light rain,0.2,0.0
186,Pevek,RU,69.7,170.31,31.06,99,89,8.95,overcast clouds,0.0,0.0
187,Klaksvik,FO,62.23,-6.59,53.6,81,22,16.11,few clouds,0.0,0.0
188,Livingston,GB,55.9,-3.52,62.6,88,90,9.17,overcast clouds,0.0,0.0
189,Dali,CN,25.7,100.18,71.01,77,84,6.38,broken clouds,0.0,0.0
190,Leh,IN,34.17,77.58,69.01,21,0,7.78,clear sky,0.0,0.0
191,Saint George,US,37.1,-113.58,75.2,19,1,3.36,clear sky,0.0,0.0
192,Guerrero Negro,MX,27.98,-114.06,63.36,86,100,9.64,overcast clouds,0.0,0.0
193,Aykhal,RU,66.0,111.5,78.8,22,42,11.18,scattered clouds,0.0,0.0
194,Atar,MR,20.52,-13.05,107.08,11,0,22.3,clear sky,0.0,0.0
195,Northam,GB,51.03,-4.22,73.0,60,16,9.17,few clouds,0.0,0.0
196,Sioux Lookout,CA,50.1,-91.92,48.2,100,20,3.89,few clouds,0.0,0.0
197,Maniitsoq,GL,65.42,-52.9,40.17,80,56,8.55,broken clouds,0.0,0.0
198,Drosaton,GR,41.16,22.8,78.01,57,98,5.01,light rain,0.11,0.0
199,Ampanihy,MG,-24.7,44.75,73.54,56,62,13.91,broken clouds,0.0,0.0
200,Narsaq,GL,60.92,-46.05,53.6,62,20,5.82,few clouds,0.0,0.0
201,Kushmurun,KZ,52.45,64.63,67.24,43,2,14.52,clear sky,0.0,0.0
202,Nome,US,64.5,-165.41,48.2,66,90,13.87,overcast clouds,0.0,0.0
203,Bonavista,CA,48.65,-53.11,59.32,86,17,14.45,few clouds,0.0,0.0
204,Qaanaaq,GL,77.48,-69.36,37.11,87,92,3.44,overcast clouds,0.0,0.0
205,Honiara,SB,-9.43,159.95,77.0,94,20,0.85,few clouds,0.0,0.0
206,Bengkulu,ID,-3.8,102.27,79.5,77,86,7.94,overcast clouds,0.0,0.0
207,Vao,NC,-22.67,167.48,71.89,87,82,10.67,broken clouds,0.0,0.0
208,Namibe,AO,-15.2,12.15,78.8,61,0,11.41,clear sky,0.0,0.0
209,Kodiak,US,57.79,-152.41,50.0,87,90,5.82,light rain,0.51,0.0
210,Laramie,US,41.31,-105.59,48.99,87,1,6.93,clear sky,0.0,0.0
211,Tapioszecso,HU,47.45,19.61,77.0,47,75,13.87,broken clouds,0.0,0.0
212,Senanga,ZM,-16.12,23.27,80.6,17,0,7.96,clear sky,0.0,0.0
213,Yeppoon,AU,-23.13,150.73,50.0,61,0,5.68,clear sky,0.0,0.0
214,Lakes Entrance,AU,-37.88,147.98,53.01,96,99,1.99,light rain,0.85,0.0
215,Kavieng,PG,-2.57,150.8,83.08,76,21,9.24,moderate rain,1.68,0.0
216,Huron,US,41.15,-82.55,70.0,90,78,1.99,moderate rain,1.26,0.0
217,Hithadhoo,MV,-0.6,73.08,84.97,72,43,10.13,scattered clouds,0.0,0.0
218,San Antonio,US,29.42,-98.49,80.01,100,90,4.7,overcast clouds,0.0,0.0
219,Staryy Nadym,RU,65.61,72.68,57.34,48,92,6.29,light rain,0.19,0.0
220,Mackenzie,CA,55.3,-123.17,50.0,93,90,9.17,overcast clouds,0.0,0.0
221,Anadyr,RU,64.75,177.48,46.4,93,40,2.24,scattered clouds,0.0,0.0
222,Cabo San Lucas,MX,22.89,-109.91,78.8,31,5,11.41,clear sky,0.0,0.0
223,Saint-Paul,RE,-21.01,55.27,75.2,64,90,16.11,overcast clouds,0.0,0.0
224,Sitka,US,57.05,-135.33,51.8,87,90,2.01,overcast clouds,0.0,0.0
225,Rantepao,ID,-2.97,119.9,68.67,91,53,1.39,broken clouds,0.0,0.0
226,Souillac,MU,-20.52,57.52,75.2,69,75,10.29,broken clouds,0.0,0.0
227,Chapais,CA,49.78,-74.85,64.4,93,20,4.7,few clouds,0.0,0.0
228,Kijabe,KE,-0.93,36.58,64.99,77,72,6.35,light rain,0.42,0.0
229,Alta Floresta,BR,-9.88,-56.09,70.38,65,0,4.79,clear sky,0.0,0.0
230,Iralaya,HN,15.0,-83.23,80.69,85,90,15.26,light rain,0.47,0.0
231,Flinders,AU,-34.58,150.86,54.0,64,7,8.99,clear sky,0.0,0.0
232,Hvide Sande,DK,56.0,8.13,69.01,63,5,13.87,clear sky,0.0,0.0
233,Omurtag,BG,43.1,26.42,77.0,61,75,5.82,thunderstorm,0.0,0.0
234,Puerto Ayora,EC,-0.74,-90.35,69.01,94,25,1.99,scattered clouds,0.0,0.0
235,Ca Mau,VN,9.18,105.15,81.46,85,98,3.06,overcast clouds,0.0,0.0
236,Coihaique,CL,-45.58,-72.07,28.4,100,90,2.24,fog,0.0,0.0
237,San Quintin,MX,30.48,-115.95,63.39,88,95,10.27,overcast clouds,0.0,0.0
238,Mahibadhoo,MV,3.78,72.97,84.16,77,50,12.8,scattered clouds,0.0,0.0
239,Baykit,RU,61.67,96.37,66.7,75,92,3.47,overcast clouds,0.0,0.0
240,Saint-Georges,GD,12.06,-61.75,82.4,78,20,11.41,few clouds,0.0,0.0
241,Moose Factory,CA,51.26,-80.61,48.2,100,90,9.17,overcast clouds,0.0,0.0
242,Dharchula,IN,29.85,80.53,81.01,54,34,4.12,moderate rain,1.34,0.0
243,Garissa,KE,-0.45,39.64,91.49,43,58,22.32,broken clouds,0.0,0.0
244,Tautira,PF,-17.73,-149.15,71.6,78,20,4.7,few clouds,0.0,0.0
245,Chicama,PE,-7.84,-79.15,63.77,78,6,4.92,clear sky,0.0,0.0
246,Revda,RU,56.8,59.93,66.2,42,95,17.9,overcast clouds,0.0,0.0
247,Lincoln,US,40.8,-96.67,60.8,77,1,5.82,clear sky,0.0,0.0
248,Noumea,NC,-22.28,166.46,70.0,88,33,1.12,scattered clouds,0.0,0.0
249,Grand Gaube,MU,-20.01,57.66,75.99,69,0,10.0,clear sky,0.0,0.0
250,Kamiiso,JP,41.82,140.65,60.8,93,75,4.7,broken clouds,0.0,0.0
251,Port Hedland,AU,-20.32,118.57,68.0,77,0,5.86,clear sky,0.0,0.0
252,Kardla,EE,59.0,22.75,68.14,55,19,9.6,few clouds,0.0,0.0
253,Sur,OM,22.57,59.53,87.37,67,37,9.64,scattered clouds,0.0,0.0
254,Houston,US,29.76,-95.36,78.01,83,90,11.41,overcast clouds,0.0,0.0
255,Kahului,US,20.89,-156.47,75.2,69,40,6.93,scattered clouds,0.0,0.0
256,Vanimo,PG,-2.67,141.3,80.53,82,41,6.26,scattered clouds,0.0,0.0
257,Dickinson,US,29.46,-95.05,77.0,94,40,4.09,scattered clouds,0.0,0.0
258,Reconquista,AR,-29.15,-59.65,71.89,75,100,7.38,overcast clouds,0.0,0.0
259,Lubumbashi,CD,-11.66,27.48,82.49,26,0,2.62,clear sky,0.0,0.0
260,Lazaro Cardenas,MX,17.96,-102.2,79.32,78,96,2.48,overcast clouds,0.0,0.0
261,Petatlan,MX,17.52,-101.27,77.0,78,40,4.7,scattered clouds,0.0,0.0
262,Saint-Pierre,RE,-21.34,55.48,75.2,69,4,24.16,clear sky,0.0,0.0
263,Palora,EC,-1.7,-77.93,64.4,93,90,4.7,overcast clouds,0.0,0.0
264,La Palma,US,33.85,-118.05,64.4,88,90,4.76,mist,0.0,0.0
265,Ust-Kuyga,RU,70.02,135.6,78.46,39,4,5.21,clear sky,0.0,0.0
266,Maridi,SS,4.92,29.47,81.88,72,76,2.28,moderate rain,1.14,0.0
267,Bauchi,NG,10.5,10.0,96.21,31,20,5.68,few clouds,0.0,0.0
268,Bandarbeyla,SO,9.49,50.81,95.11,39,1,21.34,clear sky,0.0,0.0
269,Atamanovka,RU,51.93,113.63,60.8,87,40,4.47,scattered clouds,0.0,0.0
270,San Jose,US,37.34,-121.89,61.0,82,1,5.82,clear sky,0.0,0.0
271,Bodden Town,KY,19.28,-81.25,84.2,89,20,6.93,few clouds,0.0,0.0
272,Pisco,PE,-13.7,-76.22,59.0,87,90,5.82,mist,0.0,0.0
273,Kavaratti,IN,10.57,72.64,84.16,78,100,14.56,light rain,0.7,0.0
274,Tadine,NC,-21.55,167.88,71.26,87,69,7.9,broken clouds,0.0,0.0
